label,id,name,des,last refreshed,from,to
6089,147595,YES Mutual Fund - YES Overnight Fund- Direct plan-Fortnightly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),ISIN Div Payout/ ISIN Growth: INF03VN01340<br><br>ISIN Div Reinvestment: INF03VN01357,14-05-2021 20:00,25-08-2019,14-05-2021
6090,147597,YES Mutual Fund - YES Overnight Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),ISIN Div Payout/ ISIN Growth: INF03VN01373<br><br>ISIN Div Reinvestment: INF03VN01381,14-05-2021 20:00,25-08-2019,14-05-2021
6091,147598,YES Mutual Fund - YES Overnight Fund- Regular plan-Weekly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),ISIN Div Payout/ ISIN Growth: INF03VN01480<br><br>ISIN Div Reinvestment: INF03VN01498,14-05-2021 20:00,25-08-2019,14-05-2021
6094,147605,PGIM India Mutual Fund - PGIM India Overnight Fund - Direct Plan - Daily Dividend Option,ISIN Div Reinvestment: INF663L01T35,14-05-2021 20:00,28-08-2019,14-05-2021
6096,147607,PGIM India Mutual Fund - PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,ISIN Div Payout/ ISIN Growth: INF663L01T50<br><br>ISIN Div Reinvestment: INF663L01T68,14-05-2021 20:00,28-08-2019,14-05-2021
6100,147615,ITI Mutual Fund - ITI Arbitrage Fund - Direct Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01457<br><br>ISIN Div Reinvestment: INF00XX01465,14-05-2021 20:00,12-09-2019,14-05-2021
6102,147617,ITI Mutual Fund - ITI Arbitrage Fund - Direct Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF00XX01440,14-05-2021 20:00,12-09-2019,14-05-2021
6104,147619,Motilal Oswal Mutual Fund - Motilal Oswal Nifty Bank Index - Regular Plan,ISIN Div Payout/ ISIN Growth: INF247L01882,14-05-2021 20:00,11-09-2019,14-05-2021
6106,147621,Motilal Oswal Mutual Fund - Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,ISIN Div Payout/ ISIN Growth: INF247L01908,14-05-2021 20:00,11-09-2019,14-05-2021
6108,147623,Motilal Oswal Mutual Fund - Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan,ISIN Div Payout/ ISIN Growth: INF247L01932,14-05-2021 20:00,11-09-2019,14-05-2021
6110,147625,Motilal Oswal Mutual Fund - Motilal Oswal Nifty 500 Fund - Direct Plan,ISIN Div Payout/ ISIN Growth: INF247L01957,14-05-2021 20:00,11-09-2019,14-05-2021
6112,147633,Tata Mutual Fund - Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,ISIN Div Reinvestment: INF277K012X0,14-05-2021 20:00,11-10-2019,14-05-2021
6114,147635,Tata Mutual Fund - Tata Banking & PSU Debt Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF277K011X2,14-05-2021 20:00,11-10-2019,14-05-2021
6116,147637,Tata Mutual Fund - Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option ,ISIN Div Payout/ ISIN Growth: INF277K016X1,14-05-2021 20:00,11-10-2019,14-05-2021
6118,147645,ICICI Prudential Mutual Fund - ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF109KC1F42,14-05-2021 20:00,09-10-2019,12-05-2021
6119,147646,ICICI Prudential Mutual Fund - ICICI Prudential Global Advantage Fund (FOF) - IDCW,ISIN Div Payout/ ISIN Growth: INF109KC1F18,14-05-2021 20:00,09-10-2019,12-05-2021
6120,147647,ICICI Prudential Mutual Fund - ICICI Prudential Global Advantage Fund (FOF) - Growth Option,ISIN Div Payout/ ISIN Growth: INF109KC1F00,14-05-2021 20:00,09-10-2019,12-05-2021
6122,147649,UTI Mutual Fund - UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F1AMT2<br><br>ISIN Div Reinvestment: INF789F1AMU0,14-05-2021 20:00,13-09-2019,14-05-2021
6123,147650,UTI Mutual Fund - UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF789F1AMV8,14-05-2021 20:00,13-09-2019,14-05-2021
6125,147652,UTI Mutual Fund - UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F1ANC6<br><br>ISIN Div Reinvestment: INF789F1AND4,14-05-2021 20:00,13-09-2019,14-05-2021
6128,147655,UTI Mutual Fund - UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F1AMI5<br><br>ISIN Div Reinvestment: INF789F1AMJ3,14-05-2021 20:00,13-09-2019,14-05-2021
6130,147657,UTI Mutual Fund - UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F1AMW6<br><br>ISIN Div Reinvestment: INF789F1AMX4,14-05-2021 20:00,13-09-2019,14-05-2021
6132,147659,UTI Mutual Fund - UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F1AML9<br><br>ISIN Div Reinvestment: INF789F1AMM7,14-05-2021 20:00,13-09-2019,14-05-2021
6134,147661,ICICI Prudential Mutual Fund - ICICI Prudential Commodities Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF109KC1F67,14-05-2021 20:00,16-10-2019,14-05-2021
6136,147663,ICICI Prudential Mutual Fund - ICICI Prudential Commodities Fund - IDCW Option,ISIN Div Payout/ ISIN Growth: INF109KC1F75,14-05-2021 20:00,16-10-2019,14-05-2021
6138,147665,Axis Mutual Fund - Axis Nifty 100 Index Fund - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF846K01S52,14-05-2021 20:00,23-10-2019,14-05-2021
6140,147667,Axis Mutual Fund - Axis Nifty 100 Index Fund - Regular Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF846K01S60<br><br>ISIN Div Reinvestment: INF846K01S78,14-05-2021 20:00,23-10-2019,14-05-2021
6143,147674,Nippon India Mutual Fund - Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option,ISIN Div Payout/ ISIN Growth: INF204KB17H7,14-05-2021 20:00,25-09-2019,14-05-2021
6145,147676,Nippon India Mutual Fund - NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - MONTHLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB12H8<br><br>ISIN Div Reinvestment: INF204KB13H6,14-05-2021 20:00,25-09-2019,14-05-2021
6147,147678,Nippon India Mutual Fund - NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB19H3<br><br>ISIN Div Reinvestment: INF204KB10I0,14-05-2021 20:00,25-09-2019,14-05-2021
6148,147679,Nippon India Mutual Fund - NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB11I8<br><br>ISIN Div Reinvestment: INF204KB12I6,14-05-2021 20:00,25-09-2019,14-05-2021
6150,147681,Nippon India Mutual Fund - NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - DAILY IDCW Option,ISIN Div Reinvestment: INF204KB11H0,14-05-2021 20:00,25-09-2019,14-05-2021
6152,147683,Nippon India Mutual Fund - NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB17F1<br><br>ISIN Div Reinvestment: INF204KB18F9,14-05-2021 20:00,25-09-2019,14-05-2021
6155,147686,Nippon India Mutual Fund - NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB16G1<br><br>ISIN Div Reinvestment: INF204KB17G9,14-05-2021 20:00,25-09-2019,14-05-2021
6156,147687,Nippon India Mutual Fund - NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB18G7<br><br>ISIN Div Reinvestment: INF204KB19G5,14-05-2021 20:00,25-09-2019,14-05-2021
6161,147692,Nippon India Mutual Fund - NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB14E1<br><br>ISIN Div Reinvestment: INF204KB15E8,14-05-2021 20:00,25-09-2019,14-05-2021
6162,147693,Nippon India Mutual Fund - NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KB16E6<br><br>ISIN Div Reinvestment: INF204KB17E4,14-05-2021 20:00,25-09-2019,14-05-2021
6174,147707,ITI Mutual Fund - ITI Overnight Fund - Direct Plan - Annual IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01648<br><br>ISIN Div Reinvestment: INF00XX01614,14-05-2021 20:00,18-12-2019,14-05-2021
6175,147708,ITI Mutual Fund - ITI Overnight Fund - Direct Plan - Daily IDCW Option,ISIN Div Reinvestment: INF00XX01572,14-05-2021 20:00,18-12-2019,14-05-2021
6180,147713,ITI Mutual Fund - ITI Overnight Fund - Direct Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF00XX01564,14-05-2021 20:00,28-10-2019,14-05-2021
6182,147715,ITI Mutual Fund - ITI Overnight Fund - Regular Plan - Annual IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01556<br><br>ISIN Div Reinvestment: INF00XX01523,14-05-2021 20:00,28-10-2019,14-05-2021
6184,147717,ITI Mutual Fund - ITI Overnight Fund - Direct Plan - Monthly IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01630<br><br>ISIN Div Reinvestment: INF00XX01606,14-05-2021 20:00,28-10-2019,14-05-2021
6190,147729,Mahindra Manulife Mutual Fund - Mahindra Manulife Ultra Short Term Fund - Regular Plan - Daily IDCW,ISIN Div Reinvestment: INF174V01861,14-05-2021 20:00,18-10-2019,14-05-2021
6192,147731,Mahindra Manulife Mutual Fund - Mahindra Manulife Ultra Short Term Fund - Direct Plan -Growth,ISIN Div Payout/ ISIN Growth: INF174V01887,14-05-2021 20:00,18-10-2019,14-05-2021
6193,147732,Mahindra Manulife Mutual Fund - Mahindra Manulife Ultra Short Term Fund - Direct Plan - Weekly IDCW,ISIN Div Reinvestment: INF174V01903,14-05-2021 20:00,18-10-2019,14-05-2021
6198,147737,Mirae Asset Mutual Fund - Mirae Asset Overnight Fund Direct Daily IDCW,ISIN Div Reinvestment: INF769K01FJ0,14-05-2021 20:00,30-10-2019,14-05-2021
6201,147740,Mirae Asset Mutual Fund - Mirae Asset Overnight Fund Direct Weekly IDCW,ISIN Div Reinvestment: INF769K01FK8,14-05-2021 20:00,07-01-2020,14-05-2021
6202,147741,Mirae Asset Mutual Fund - Mirae Asset Overnight Fund Regular Weekly IDCW,ISIN Div Reinvestment: INF769K01FM4,14-05-2021 20:00,01-12-2019,14-05-2021
6203,147742,Mirae Asset Mutual Fund - Mirae Asset Overnight Fund Regular Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF769K01FD3<br><br>ISIN Div Reinvestment: INF769K01FH4,14-05-2021 20:00,17-11-2019,14-05-2021
6205,147748,Union Mutual Fund - Union Large & Midcap Fund - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF582M01GD4,14-05-2021 20:00,13-12-2019,14-05-2021
6207,147750,Union Mutual Fund - Union Large & Midcap Fund - Direct Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF582M01GA0,14-05-2021 20:00,13-12-2019,14-05-2021
6211,147758,Tata Mutual Fund - TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,ISIN Div Reinvestment: INF277K018X7,14-05-2021 20:00,06-12-2019,14-05-2021
6215,147766,LIC Mutual Fund - LIC MF Ultra Short Term Fund-Regular Plan-Daily IDCW,ISIN Div Reinvestment: INF767K01QJ1,14-05-2021 20:00,28-11-2019,14-05-2021
6216,147767,LIC Mutual Fund - LIC MF Ultra Short Term Fund-Regular Plan-Weekly IDCW,ISIN Div Payout/ ISIN Growth: INF767K01QL7<br><br>ISIN Div Reinvestment: INF767K01QK9,14-05-2021 20:00,28-11-2019,14-05-2021
6220,147771,LIC Mutual Fund - LIC MF Ultra Short Term Fund-Direct Plan-Daily IDCW,ISIN Div Reinvestment: INF767K01QP8,14-05-2021 20:00,28-11-2019,14-05-2021
6221,147772,LIC Mutual Fund - LIC MF Ultra Short Term Fund-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01QU8,14-05-2021 20:00,28-11-2019,14-05-2021
6227,147786,ITI Mutual Fund - ITI Balanced Advantage Fund - Regular Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01663<br><br>ISIN Div Reinvestment: INF00XX01671,14-05-2021 20:00,03-01-2020,14-05-2021
6229,147788,ITI Mutual Fund - ITI Balanced Advantage Fund - Direct Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01697<br><br>ISIN Div Reinvestment: INF00XX01705,14-05-2021 20:00,03-01-2020,14-05-2021
6231,147794,Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,ISIN Div Payout/ ISIN Growth: INF247L01AE7,14-05-2021 20:00,26-12-2019,14-05-2021
6232,147795,Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,ISIN Div Payout/ ISIN Growth: INF247L01AF4,14-05-2021 20:00,26-12-2019,14-05-2021
6233,147796,Motilal Oswal Mutual Fund - Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,ISIN Div Payout/ ISIN Growth: INF247L01AC1,14-05-2021 20:00,26-12-2019,14-05-2021
6235,147798,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth,ISIN Div Payout/ ISIN Growth: INF209KB1P65,14-05-2021 20:00,25-11-2019,14-05-2021
6236,147799,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Regular Plan - Bonus,ISIN Div Payout/ ISIN Growth: INF209KB1P32,14-05-2021 20:00,25-11-2019,14-05-2021
6237,147800,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Direct - IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1P16<br><br>ISIN Div Reinvestment: INF209KB1P73,14-05-2021 20:00,25-11-2019,14-05-2021
6238,147801,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular - IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1P40<br><br>ISIN Div Reinvestment: INF209KB1P57,14-05-2021 20:00,25-11-2019,14-05-2021
6239,147802,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth,ISIN Div Payout/ ISIN Growth: INF209KB1P24,14-05-2021 20:00,25-11-2019,14-05-2021
6242,147805,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-REGULAR - MONTHLY IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1R63<br><br>ISIN Div Reinvestment: INF209KB1R71,14-05-2021 20:00,25-11-2019,14-05-2021
6244,147807,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Dynamic Bond Fund-Segregated Portfolio 1- Discipline Advantage Plan- Growth,ISIN Div Payout/ ISIN Growth: INF209KB1S21,14-05-2021 20:00,25-11-2019,14-05-2021
6245,147808,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Dynamic Bond Fund- Segregated Portfolio 1- Growth - Direct Plan,ISIN Div Payout/ ISIN Growth: INF209KB1R30,14-05-2021 20:00,25-11-2019,14-05-2021
6246,147809,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-Regular - IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1S13,14-05-2021 20:00,25-11-2019,14-05-2021
6247,147810,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-DIRECT - MONTHLY IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1R55<br><br>ISIN Div Reinvestment: INF209KB1S47,14-05-2021 20:00,25-11-2019,14-05-2021
6248,147811,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-Direct - IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1R22<br><br>ISIN Div Reinvestment: INF209KB1S54,14-05-2021 20:00,25-11-2019,14-05-2021
6250,147814,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Regular - IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1P99<br><br>ISIN Div Reinvestment: INF209KB1Q07,14-05-2021 20:00,25-11-2019,14-05-2021
6253,147817,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-DIRECT - HALF YEARLY IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1Q31<br><br>ISIN Div Reinvestment: INF209KB1R14,14-05-2021 20:00,25-11-2019,14-05-2021
6254,147818,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Direct - Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF209KB1Q72<br><br>ISIN Div Reinvestment: INF209KB1R06,14-05-2021 20:00,25-11-2019,14-05-2021
6259,147823,Axis Mutual Fund - Axis Retirement Savings Fund - Aggressive Plan - Regular Growth,ISIN Div Payout/ ISIN Growth: INF846K01T02,14-05-2021 20:00,27-12-2019,14-05-2021
6261,147825,Axis Mutual Fund - Axis Retirement Savings Fund - Aggressive Plan - Direct Growth,ISIN Div Payout/ ISIN Growth: INF846K01S86,14-05-2021 20:00,27-12-2019,14-05-2021
6262,147826,Axis Mutual Fund - Axis Retirement Savings Fund - Dynamic Plan - Direct Growth,ISIN Div Payout/ ISIN Growth: INF846K01T28,14-05-2021 20:00,27-12-2019,14-05-2021
6264,147828,Axis Mutual Fund - Axis Retirement Savings Fund - Dynamic Plan - Regular Growth,ISIN Div Payout/ ISIN Growth: INF846K01T44,14-05-2021 20:00,27-12-2019,14-05-2021
6266,147830,Axis Mutual Fund - Axis Retirement Savings Fund - Conservative Plan - Direct Growth,ISIN Div Payout/ ISIN Growth: INF846K01T69,14-05-2021 20:00,27-12-2019,14-05-2021
6268,147832,Axis Mutual Fund - Axis Retirement Savings Fund - Conservative Plan - Regular Growth,ISIN Div Payout/ ISIN Growth: INF846K01T85,14-05-2021 20:00,27-12-2019,14-05-2021
6270,147834,JM Financial Mutual Fund - JM Overnight Fund (Regular) - Weekly IDCW,ISIN Div Payout/ ISIN Growth: INF192K01LN5,14-05-2021 20:00,04-12-2019,14-05-2021
6272,147836,JM Financial Mutual Fund - JM Overnight Fund - Regular - Growth,ISIN Div Payout/ ISIN Growth: INF192K01LP0,14-05-2021 20:00,04-12-2019,14-05-2021
6274,147838,JM Financial Mutual Fund - JM Overnight Fund (Direct) - Daily IDCW,ISIN Div Reinvestment: INF192K01LY2,14-05-2021 20:00,04-12-2019,14-05-2021
6276,147840,Mahindra Manulife Mutual Fund - Mahindra Manulife Top 250 Nivesh Yojana - Direct Plan -Growth,ISIN Div Payout/ ISIN Growth: INF174V01945,14-05-2021 20:00,01-01-2020,14-05-2021
6277,147841,Mahindra Manulife Mutual Fund - Mahindra Manulife Top 250 Nivesh Yojana - Direct Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF174V01960<br><br>ISIN Div Reinvestment: INF174V01952,14-05-2021 20:00,01-01-2020,14-05-2021
6278,147842,Mahindra Manulife Mutual Fund - Mahindra Manulife Top 250 Nivesh Yojana - Regular Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF174V01937<br><br>ISIN Div Reinvestment: INF174V01929,14-05-2021 20:00,01-01-2020,14-05-2021
6280,147844,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF209KB1O82,14-05-2021 20:00,01-01-2020,14-05-2021
6282,147846,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF209KB1O66,14-05-2021 20:00,01-01-2020,14-05-2021
6286,147850,Edelweiss Mutual Fund - Bharat Bond FOF - April 2023 - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF754K01KP9,14-05-2021 20:00,01-01-2020,14-05-2021
6288,147852,Edelweiss Mutual Fund - BHARAT Bond FOF - April 2023 - Direct Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF754K01KT1<br><br>ISIN Div Reinvestment: INF754K01KU9,14-05-2021 20:00,01-01-2020,14-05-2021
6291,147855,Edelweiss Mutual Fund - BHARAT Bond FOF - April 2030 - Direct Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF754K01KZ8<br><br>ISIN Div Reinvestment: INF754K01LA9,14-05-2021 20:00,01-01-2020,14-05-2021
6295,147865,Tata Mutual Fund - TATA Quant Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,ISIN Div Reinvestment: INF277K014Y4,14-05-2021 20:00,28-01-2020,14-05-2021
6298,147868,Tata Mutual Fund - TATA Quant Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,ISIN Div Payout/ ISIN Growth: INF277K018Y5,14-05-2021 20:00,28-01-2020,14-05-2021
6301,147879,Invesco Mutual Fund - Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205KA1106<br><br>ISIN Div Reinvestment: INF205KA1098,14-05-2021 20:00,09-01-2020,14-05-2021
6302,147880,Invesco Mutual Fund - Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),ISIN Div Reinvestment: INF205KA1072,14-05-2021 20:00,09-01-2020,14-05-2021
6305,147884,Invesco Mutual Fund - Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment),ISIN Div Reinvestment: INF205KA1122,14-05-2021 20:00,09-01-2020,14-05-2021
6306,147885,Invesco Mutual Fund - Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment),ISIN Div Reinvestment: INF205KA1130,14-05-2021 20:00,09-01-2020,14-05-2021
6309,147889,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Direct Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF846K01U09,14-05-2021 20:00,31-01-2020,14-05-2021
6311,147891,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Direct Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF846K01U90<br><br>ISIN Div Reinvestment: INF846K01V08,14-05-2021 20:00,31-01-2020,14-05-2021
6312,147892,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Direct Plan - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF846K01U41<br><br>ISIN Div Reinvestment: INF846K01U33,14-05-2021 20:00,31-01-2020,14-05-2021
6313,147893,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Direct Plan - Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF846K01U66<br><br>ISIN Div Reinvestment: INF846K01U58,14-05-2021 20:00,31-01-2020,14-05-2021
6315,147896,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Regular Plan - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF846K01V57<br><br>ISIN Div Reinvestment: INF846K01V40,14-05-2021 20:00,31-01-2020,14-05-2021
6316,147897,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Regular Plan - Half Yearly IDCW,ISIN Div Payout/ ISIN Growth: INF846K01V81<br><br>ISIN Div Reinvestment: INF846K01V99,14-05-2021 20:00,31-01-2020,14-05-2021
6317,147898,Axis Mutual Fund - Axis All Seasons Debt Fund of Funds - Regular Plan - Annual IDCW,ISIN Div Payout/ ISIN Growth: INF846K01V32<br><br>ISIN Div Reinvestment: INF846K01V24,14-05-2021 20:00,31-01-2020,14-05-2021
6320,147907,HSBC Mutual Fund - HSBC Ultra Short Duration Fund - Growth,ISIN Div Payout/ ISIN Growth: INF336L01OW1,14-05-2021 20:00,30-01-2020,14-05-2021
6322,147909,HSBC Mutual Fund - HSBC Ultra Short Duration Fund Daily IDCW,ISIN Div Reinvestment: INF336L01OX9,14-05-2021 20:00,30-01-2020,14-05-2021
6324,147911,HSBC Mutual Fund - HSBC Ultra Short Duration Fund Weekly IDCW,ISIN Div Reinvestment: INF336L01OY7,14-05-2021 20:00,30-01-2020,14-05-2021
6326,147915,HSBC Mutual Fund - HSBC Ultra Short Duration Fund Dir Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF336L01OV3<br><br>ISIN Div Reinvestment: INF336L01OU5,14-05-2021 20:00,30-01-2020,14-05-2021
6328,147917,ITI Mutual Fund - ITI Small Cap Fund - Direct Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF00XX01754<br><br>ISIN Div Reinvestment: INF00XX01762,14-05-2021 20:00,19-02-2020,14-05-2021
6330,147919,ITI Mutual Fund - ITI Small Cap Fund - Direct Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF00XX01747,14-05-2021 20:00,19-02-2020,14-05-2021
6334,147923,Sundaram Mutual Fund - Sundaram Arbitrage Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903JA1IO7,14-05-2021 20:00,05-02-2020,14-05-2021
6335,147924,Sundaram Mutual Fund - Sundaram Arbitrage Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903JA1IR0,14-05-2021 20:00,05-02-2020,14-05-2021
6336,147925,Sundaram Mutual Fund - Sundaram Arbitrage Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Reinvestment: INF903JA1IS8,14-05-2021 20:00,05-02-2020,14-05-2021
6339,147928,Axis Mutual Fund - Axis ESG Equity Fund - Direct Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF846K01W23,14-05-2021 20:00,18-02-2020,14-05-2021
6341,147930,Axis Mutual Fund - Axis ESG Equity Fund - Regular Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF846K01W64<br><br>ISIN Div Reinvestment: INF846K01W72,14-05-2021 20:00,18-02-2020,14-05-2021
6344,147937,Indiabulls Mutual Fund - Indiabulls Liquid Fund- Direct Plan- Growth -Unclaimed Redemption < 3 Yrs,This dataset has no description.,14-05-2021 20:00,20-01-2020,14-05-2021
6349,147944,IDFC Mutual Fund - IDFC EMERGING BUSINESSES FUND  - REGULAR PLAN GROWTH,ISIN Div Payout/ ISIN Growth: INF194KB1AJ8,14-05-2021 20:00,26-02-2020,14-05-2021
